film_slug,film_id,title,genre_1,genre_2,genre_3,genre_4,genre_5
oz-the-great-and-powerful,,Oz the Great and Powerful,Fantasy,Family,Adventure,,
movie-43,,Movie 43,Comedy,,,,
stoker,,Stoker,Horror,Drama,Thriller,,
mama-2013,,Mama,Horror,,,,
texas-chainsaw-3d,,Texas Chainsaw 3D,Horror,Thriller,,,
zero-dark-thirty,,Zero Dark Thirty,Drama,Thriller,,,
django-unchained,,Django Unchained,Drama,Western,,,
the-hobbit-an-unexpected-journey,,The Hobbit: An Unexpected Journey,Fantasy,Action,Adventure,,
the-twilight-saga-breaking-dawn-part-2,,The Twilight Saga: Breaking Dawn – Part 2,Drama,Fantasy,Adventure,Romance,
skyfall,,Skyfall,Adventure,Thriller,Action,,
wrong-turn-5-bloodlines,,Wrong Turn 5: Bloodlines,Thriller,Horror,,,
paranormal-activity-4,,Paranormal Activity 4,Horror,,,,
would-you-rather,,Would You Rather,Horror,Thriller,,,
lincoln,,Lincoln,History,Drama,,,
the-collection,,The Collection,Thriller,Horror,,,
scary-or-die,,Scary or Die,Horror,,,,
the-place-beyond-the-pines,,The Place Beyond the Pines,Drama,Crime,,,
seven-psychopaths,,Seven Psychopaths,Comedy,Crime,,,
dredd,,Dredd,Science Fiction,Action,,,
spring-breakers,,Spring Breakers,Drama,Crime,,,
frances-ha,,Frances Ha,Comedy,Drama,,,
american-mary,,American Mary,Thriller,Horror,,,
chained-2012,,Chained,Horror,Drama,Thriller,,
the-dark-knight-rises,,The Dark Knight Rises,Thriller,Crime,Drama,Action,
magic-mike,,Magic Mike,Comedy,Drama,,,
the-amazing-spider-man,,The Amazing Spider-Man,Science Fiction,Adventure,Action,,
rock-of-ages,,Rock of Ages,Romance,Comedy,Music,Drama,
moonrise-kingdom,,Moonrise Kingdom,Romance,Drama,Comedy,,
the-avengers-2012,,The Avengers,Science Fiction,Adventure,Action,,
21-jump-street,,21 Jump Street,Crime,Action,Comedy,,
the-hunger-games,,The Hunger Games,Action,Science Fiction,Thriller,Adventure,
rec-genesis,,[REC]³ Genesis,Horror,,,,
this-means-war,,This Means War,Romance,Comedy,Action,,
man-on-a-ledge,,Man on a Ledge,Thriller,Crime,Action,,
the-girl-with-the-dragon-tattoo-2011,,The Girl with the Dragon Tattoo,Crime,Mystery,Thriller,,
the-cabin-in-the-woods,,The Cabin in the Woods,Comedy,Horror,Mystery,,
mission-impossible-ghost-protocol,,Mission: Impossible – Ghost Protocol,Thriller,Adventure,Action,,
hostel-part-iii,,Hostel: Part III,Horror,,,,
the-twilight-saga-breaking-dawn-part-1,,The Twilight Saga: Breaking Dawn – Part 1,Adventure,Fantasy,Romance,,
puss-in-boots,,Puss in Boots,Adventure,Animation,Fantasy,Comedy,Family
in-time,,In Time,Thriller,Science Fiction,Action,,
wrong-turn-4-bloody-beginnings,,Wrong Turn 4: Bloody Beginnings,Horror,Thriller,,,
the-thing-2011,,The Thing,Mystery,Science Fiction,Horror,,
moneyball,,Moneyball,Drama,,,,
johnny-english-reborn,,Johnny English Reborn,Comedy,Crime,Action,,
youre-next,,You're Next,Thriller,Mystery,Horror,,
the-raid-2011,,The Raid,Action,Crime,Thriller,,
tinker-tailor-soldier-spy,,Tinker Tailor Soldier Spy,Drama,Mystery,Thriller,,
vile,,Vile,Horror,Thriller,,,
the-human-centipede-2-full-sequence,,The Human Centipede 2 (Full Sequence),Horror,Drama,Crime,,
the-help,,The Help,Drama,,,,
final-destination-5,,Final Destination 5,Mystery,Horror,,,
captain-america-the-first-avenger,,Captain America: The First Avenger,Action,Adventure,Science Fiction,,
crazy-stupid-love,,"Crazy, Stupid, Love.",Comedy,Romance,Drama,,
x-men-first-class,,X-Men: First Class,Science Fiction,Adventure,Action,,
drive-2011,,Drive,Thriller,Drama,Crime,,
the-skin-i-live-in,,The Skin I Live In,Horror,Drama,Mystery,Thriller,
we-need-to-talk-about-kevin,,We Need to Talk About Kevin,Drama,Thriller,,,
hobo-with-a-shotgun,,Hobo with a Shotgun,Thriller,Crime,Action,,
thor,,Thor,Action,Adventure,Fantasy,,
scream-4,,Scream 4,Mystery,Horror,,,
hanna,,Hanna,Thriller,Action,Adventure,,
rio-2011,,Rio,Comedy,Family,Adventure,Animation,
bridesmaids,,Bridesmaids,Comedy,Romance,,,
the-divide,,The Divide,Horror,Thriller,Science Fiction,,
limitless,,Limitless,Thriller,Science Fiction,Mystery,,
justin-bieber-never-say-never,,Justin Bieber: Never Say Never,Family,Documentary,Music,,
the-strange-thing-about-the-johnsons,,The Strange Thing About the Johnsons,Drama,Horror,,,
saw-3d,,Saw 3D,Crime,Horror,,,
paranormal-activity-2,,Paranormal Activity 2,Horror,Mystery,,,
jackass-3d,,Jackass 3D,Comedy,Documentary,Action,,
the-social-network,,The Social Network,Drama,,,,
insidious,,Insidious,Horror,Thriller,,,
easy-a,,Easy A,Comedy,,,,
127-hours,,127 Hours,Adventure,Thriller,Drama,,
black-swan,,Black Swan,Drama,Thriller,Horror,,
hatchet-ii,,Hatchet II,Comedy,Horror,Thriller,,
cats-dogs-the-revenge-of-kitty-galore,,Cats & Dogs: The Revenge of Kitty Galore,Fantasy,Adventure,Comedy,Family,Action
scott-pilgrim-vs-the-world,,Scott Pilgrim vs. the World,Romance,Action,Comedy,,
inception,,Inception,Action,Adventure,Science Fiction,,
the-last-airbender,,The Last Airbender,Fantasy,Action,Adventure,,
the-karate-kid-2010,,The Karate Kid,Drama,Action,Family,Adventure,
despicable-me,,Despicable Me,Animation,Science Fiction,Comedy,Family,Crime
sex-and-the-city-2,,Sex and the City 2,Drama,Comedy,Romance,,
prince-of-persia-the-sands-of-time,,Prince of Persia: The Sands of Time,Action,Fantasy,Adventure,,
iron-man-2,,Iron Man 2,Adventure,Science Fiction,Action,,
2001-maniacs-field-of-screams,,2001 Maniacs: Field of Screams,Horror,Comedy,,,
alice-in-wonderland-2010,,Alice in Wonderland,Fantasy,Family,Adventure,,
birdemic-shock-and-terror,,Birdemic: Shock and Terror,Thriller,Horror,Romance,,
the-crazies-2010,,The Crazies,Mystery,Horror,Action,,
buried,,Buried,Thriller,,,,
four-lions,,Four Lions,Crime,Drama,Comedy,,
tucker-and-dale-vs-evil,,Tucker and Dale vs. Evil,Comedy,Horror,,,
tooth-fairy-2010,,Tooth Fairy,Fantasy,Comedy,Family,,
avatar,,Avatar,Adventure,Science Fiction,Action,,
the-twilight-saga-new-moon,,The Twilight Saga: New Moon,Romance,Drama,Adventure,Fantasy,
a-christmas-carol-2009,,A Christmas Carol,Animation,Fantasy,Drama,Family,
saw-vi,,Saw VI,Thriller,Horror,,,
the-descent-part-2,,The Descent: Part 2,Adventure,Thriller,Horror,,
fantastic-mr-fox,,Fantastic Mr. Fox,Comedy,Animation,Family,Adventure,
jennifers-body,,Jennifer's Body,Horror,Comedy,,,
sorority-row,,Sorority Row,Mystery,Horror,,,
halloween-ii,,Halloween II,Horror,,,,
summer-wars,,Summer Wars,Animation,Science Fiction,,,
the-collector-2009,,The Collector,Horror,Thriller,,,
harry-potter-and-the-half-blood-prince,,Harry Potter and the Half-Blood Prince,Adventure,Fantasy,,,
exam,,Exam,Thriller,Mystery,,,
the-proposal-2009,,The Proposal,Romance,Comedy,Drama,,
the-final-destination,,The Final Destination,Horror,Mystery,,,
inglourious-basterds,,Inglourious Basterds,War,Drama,Thriller,,
dogtooth,,Dogtooth,Drama,,,,
antichrist,,Antichrist,Thriller,Horror,Drama,,
fish-tank,,Fish Tank,Drama,,,,
terminator-salvation,,Terminator Salvation,Thriller,Action,Science Fiction,,
thirst-2009,,Thirst,Horror,Drama,Thriller,,
x-men-origins-wolverine,,X-Men Origins: Wolverine,Science Fiction,Adventure,Action,,
hannah-montana-the-movie,,Hannah Montana: The Movie,Comedy,Music,Romance,Family,Drama
i-love-you-man,,"I Love You, Man",Comedy,Romance,,,
monsters-vs-aliens,,Monsters vs Aliens,Family,Science Fiction,Animation,Adventure,
drag-me-to-hell,,Drag Me to Hell,Thriller,Horror,,,
the-last-house-on-the-left-2009,,The Last House on the Left,Crime,Drama,Thriller,Horror,
17-again,,17 Again,Comedy,Fantasy,Drama,Romance,
friday-the-13th-2009,,Friday the 13th,Thriller,Horror,,,
the-uninvited-2009,,The Uninvited,Horror,,,,
moon,,Moon,Science Fiction,Drama,,,
in-the-loop,,In the Loop,Comedy,,,,
the-killing-room,,The Killing Room,Drama,Thriller,,,
the-curious-case-of-benjamin-button,,The Curious Case of Benjamin Button,Drama,Romance,Fantasy,,
twilight-2008,,Twilight,Drama,Fantasy,Romance,,
splinter-2008,,Splinter,Horror,Science Fiction,Crime,Thriller,
vacancy-2-the-first-cut,,Vacancy 2: The First Cut,Crime,Thriller,Horror,,
saw-v,,Saw V,Crime,Thriller,Horror,,
bronson,,Bronson,Crime,Drama,Action,,
high-school-musical-3-senior-year,,High School Musical 3: Senior Year,Family,Romance,Drama,Music,Comedy
quarantine,,Quarantine,Thriller,Horror,Science Fiction,,
wild-child,,Wild Child,Romance,Drama,Comedy,,
step-brothers,,Step Brothers,Comedy,,,,
angus-thongs-and-perfect-snogging,,"Angus, Thongs and Perfect Snogging",Family,Drama,Romance,Comedy,
the-dark-knight,,The Dark Knight,Thriller,Action,Crime,,
mamma-mia,,Mamma Mia!,Comedy,Romance,,,
camp-rock,,Camp Rock,Family,Music,Drama,TV Movie,Comedy
the-incredible-hulk,,The Incredible Hulk,Science Fiction,Action,Adventure,,
the-happening,,The Happening,Science Fiction,Horror,Thriller,,
the-strangers,,The Strangers,Thriller,Horror,,,
martyrs,,Martyrs,Horror,Thriller,Drama,,
sex-and-the-city,,Sex and the City,Drama,Romance,Comedy,,
iron-man-2008,,Iron Man,Adventure,Science Fiction,Action,,
the-ruins,,The Ruins,Horror,,,,
let-the-right-one-in,,Let the Right One In,Horror,Drama,,,
in-bruges,,In Bruges,Drama,Comedy,Crime,,
cloverfield,,Cloverfield,Action,Thriller,Horror,Science Fiction,
sweeney-todd-the-demon-barber-of-fleet-street-2007,,Sweeney Todd: The Demon Barber of Fleet Street,Drama,Horror,,,
enchanted,,Enchanted,Family,Fantasy,Comedy,Romance,
the-mist,,The Mist,Thriller,Science Fiction,Horror,,
fred-claus,,Fred Claus,Comedy,Action,Drama,,
saw-iv,,Saw IV,Crime,Horror,Thriller,,
funny-games-2007,,Funny Games,Thriller,Horror,,,
american-gangster,,American Gangster,Crime,Drama,,,
fermats-room,,Fermat's Room,Mystery,Thriller,,,
there-will-be-blood,,There Will Be Blood,Drama,,,,
paranormal-activity,,Paranormal Activity,Horror,Mystery,,,
eastern-promises,,Eastern Promises,Thriller,Mystery,Crime,,
the-darjeeling-limited,,The Darjeeling Limited,Comedy,Adventure,Drama,,
juno,,Juno,Comedy,Romance,Drama,,
halloween,,Halloween,Horror,,,,
rec,,[REC],Mystery,Horror,,,
wrong-turn-2-dead-end,,Wrong Turn 2: Dead End,Horror,Thriller,,,
high-school-musical-2,,High School Musical 2,Music,TV Movie,Drama,Romance,Family
superbad,,Superbad,Comedy,,,,
hot-rod,,Hot Rod,Action,Comedy,,,
hairspray-2007,,Hairspray,Comedy,Romance,Drama,,
ratatouille,,Ratatouille,Family,Fantasy,Animation,Comedy,
fantastic-four-rise-of-the-silver-surfer,,Fantastic Four: Rise of the Silver Surfer,Action,Science Fiction,Adventure,,
hostel-part-ii,,Hostel: Part II,Horror,,,,
oceans-thirteen,,Ocean's Thirteen,Crime,Thriller,,,
inside-2007,,Inside,Horror,,,,
death-proof,,Death Proof,Thriller,Action,,,
no-country-for-old-men,,No Country for Old Men,Crime,Thriller,Western,,
pirates-of-the-caribbean-at-worlds-end,,Pirates of the Caribbean: At World's End,Adventure,Action,Fantasy,,
wz,,WΔZ,Crime,Thriller,Drama,Horror,
shrek-the-third,,Shrek the Third,Adventure,Comedy,Fantasy,Family,Animation
28-weeks-later,,28 Weeks Later,Horror,Science Fiction,Thriller,,
sunshine-2007,,Sunshine,Science Fiction,Thriller,,,
mr-beans-holiday,,Mr. Bean's Holiday,Family,Comedy,,,
dead-silence,,Dead Silence,Horror,,,,
zodiac,,Zodiac,Crime,Mystery,Thriller,,
atonement,,Atonement,Romance,Drama,,,
hot-fuzz,,Hot Fuzz,Action,Crime,Comedy,,
smiley-face,,Smiley Face,Comedy,,,,
the-hitcher-2007,,The Hitcher,Crime,Thriller,Horror,,
jump-in,,Jump In!,Drama,Romance,Comedy,,
night-at-the-museum,,Night at the Museum,Fantasy,Family,Comedy,,
the-holiday,,The Holiday,Comedy,Romance,,,
deck-the-halls,,Deck the Halls,Family,Comedy,,,
casino-royale-2006,,Casino Royale,Thriller,Action,Adventure,,
saw-iii,,Saw III,Crime,Thriller,Horror,,
flushed-away,,Flushed Away,Family,Adventure,Comedy,Animation,
the-prestige,,The Prestige,Science Fiction,Drama,Mystery,,
the-departed,,The Departed,Thriller,Crime,Drama,,
jackass-number-two,,Jackass Number Two,Documentary,Comedy,Action,,
inland-empire,,Inland Empire,Mystery,Fantasy,Drama,Thriller,Horror
children-of-men,,Children of Men,Science Fiction,Thriller,Action,,
the-wicker-man-2006,,The Wicker Man,Thriller,Horror,Mystery,,
borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,,,,
miami-vice,,Miami Vice,Crime,Thriller,Action,,
the-devil-wears-prada,,The Devil Wears Prada,Comedy,Drama,,,
the-fast-and-the-furious-tokyo-drift,,The Fast and the Furious: Tokyo Drift,Crime,Action,Drama,Thriller,
marie-antoinette-2006,,Marie Antoinette,History,Drama,,,
x-men-the-last-stand,,X-Men: The Last Stand,Science Fiction,Thriller,Action,Adventure,
the-host,,The Host,Drama,Science Fiction,Horror,,
southland-tales,,Southland Tales,Thriller,Comedy,Science Fiction,,
mission-impossible-iii,,Mission: Impossible III,Thriller,Adventure,Action,,
over-the-hedge,,Over the Hedge,Animation,Family,Adventure,Comedy,
shes-the-man,,She's the Man,Romance,Comedy,,,
the-hills-have-eyes-2006,,The Hills Have Eyes,Horror,Thriller,,,
final-destination-3,,Final Destination 3,Mystery,Horror,,,
little-miss-sunshine,,Little Miss Sunshine,Drama,Comedy,,,
high-school-musical,,High School Musical,Music,Comedy,Family,TV Movie,Romance
the-family-stone,,The Family Stone,Romance,Comedy,Drama,,
the-chronicles-of-narnia-the-lion-the-witch-and-the-wardrobe,,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Fantasy,Family,Adventure,,
memoirs-of-a-geisha,,Memoirs of a Geisha,Romance,History,Drama,,
saw-ii,,Saw II,Horror,,,,
hostel,,Hostel,Horror,,,,
pride-prejudice,,Pride & Prejudice,Drama,Romance,,,
hellraiser-hellworld,,Hellraiser: Hellworld,Horror,Thriller,,,
wallace-gromit-the-curse-of-the-were-rabbit,,Wallace & Gromit: The Curse of the Were-Rabbit,Adventure,Comedy,Animation,Family,
capote,,Capote,Drama,Crime,,,
brokeback-mountain,,Brokeback Mountain,Drama,Romance,,,
kinky-boots,,Kinky Boots,Music,Comedy,Drama,,
lenny-the-wonder-dog,,Lenny The Wonder Dog,Adventure,Family,Comedy,,
the-devils-rejects,,The Devil's Rejects,Drama,Horror,Crime,,
charlie-and-the-chocolate-factory,,Charlie and the Chocolate Factory,Comedy,Adventure,Fantasy,Family,
the-adventures-of-sharkboy-and-lavagirl,,The Adventures of Sharkboy and Lavagirl,Adventure,Family,Science Fiction,,
batman-begins,,Batman Begins,Crime,Action,Drama,,
a-history-of-violence,,A History of Violence,Thriller,Drama,Crime,,
star-wars-episode-iii-revenge-of-the-sith,,Star Wars: Episode III – Revenge of the Sith,Science Fiction,Adventure,Action,,
house-of-wax-2005,,House of Wax,Thriller,Mystery,Horror,,
the-descent,,The Descent,Horror,Adventure,,,
grizzly-man,,Grizzly Man,Documentary,,,,
wolf-creek,,Wolf Creek,Thriller,Horror,,,
oceans-twelve,,Ocean's Twelve,Crime,Thriller,,,
the-spongebob-squarepants-movie,,The SpongeBob SquarePants Movie,Adventure,Comedy,Animation,Fantasy,Family
the-polar-express,,The Polar Express,Animation,Family,Adventure,Fantasy,
layer-cake,,Layer Cake,Crime,Thriller,Drama,,
hotel-rwanda,,Hotel Rwanda,History,Drama,War,,
shark-tale,,Shark Tale,Animation,Action,Comedy,Family,
birth-2004,,Birth,Drama,Mystery,,,
mysterious-skin,,Mysterious Skin,Drama,,,,
avp-alien-vs-predator,,AVP: Alien vs. Predator,Science Fiction,Adventure,Action,Horror,
the-princess-diaries-2-royal-engagement,,The Princess Diaries 2: Royal Engagement,Romance,Family,Drama,Comedy,
collateral,,Collateral,Crime,Drama,Thriller,,
catwoman,,Catwoman,Fantasy,Crime,Action,,
a-cinderella-story,,A Cinderella Story,Family,Comedy,Romance,,
spider-man-2,,Spider-Man 2,Action,Science Fiction,Adventure,,
white-chicks,,White Chicks,Comedy,Crime,,,
calvaire,,Calvaire,Horror,,,,
shrek-2,,Shrek 2,Family,Comedy,Romance,Animation,Fantasy
the-football-factory,,The Football Factory,Drama,,,,
shaun-of-the-dead,,Shaun of the Dead,Horror,Comedy,,,
scooby-doo-2-monsters-unleashed,,Scooby-Doo 2: Monsters Unleashed,Mystery,Comedy,Adventure,,
dawn-of-the-dead-2004,,Dawn of the Dead,Action,Horror,,,
eternal-sunshine-of-the-spotless-mind,,Eternal Sunshine of the Spotless Mind,Science Fiction,Romance,Drama,,
starsky-hutch,,Starsky & Hutch,Crime,Comedy,,,
saw,,Saw,Crime,Mystery,Horror,,
the-lord-of-the-rings-the-return-of-the-king,,The Lord of the Rings: The Return of the King,Action,Fantasy,Adventure,,
oldboy,,Oldboy,Thriller,Mystery,Drama,Action,
the-cat-in-the-hat-2003,,The Cat in the Hat,Comedy,Fantasy,Adventure,Family,
elf,,Elf,Fantasy,Family,Comedy,,
love-actually,,Love Actually,Romance,Drama,Comedy,,
lost-in-translation,,Lost in Translation,Comedy,Romance,Drama,,
freddy-vs-jason,,Freddy vs. Jason,Horror,,,,
seabiscuit,,Seabiscuit,History,Drama,,,
legally-blonde-2-red-white-blonde,,"Legally Blonde 2: Red, White & Blonde",Comedy,Romance,,,
the-room,,The Room,Drama,Romance,,,
charlies-angels-full-throttle,,Charlie's Angels: Full Throttle,Comedy,Adventure,Action,,
wrong-turn,,Wrong Turn,Horror,Thriller,,,
dogville,,Dogville,Thriller,Crime,Drama,,
elephant-2003,,Elephant,Crime,Drama,,,
memories-of-murder,,Memories of Murder,Thriller,Crime,Drama,,
x2,,X2,Science Fiction,Action,Adventure,,
house-of-1000-corpses,,House of 1000 Corpses,Horror,,,,
daredevil,,Daredevil,Fantasy,Action,,,
final-destination-2,,Final Destination 2,Mystery,Horror,,,
the-lord-of-the-rings-the-two-towers,,The Lord of the Rings: The Two Towers,Action,Fantasy,Adventure,,
catch-me-if-you-can-2002,,Catch Me If You Can,Drama,Crime,,,
the-hours,,The Hours,Drama,,,,
chicago,,Chicago,Comedy,Crime,Drama,,
gangs-of-new-york-2002,,Gangs of New York,Drama,History,Crime,,
adaptation,,Adaptation.,Drama,Comedy,Crime,,
jackass-the-movie,,Jackass: The Movie,Action,Documentary,Comedy,,
28-days-later,,28 Days Later,Science Fiction,Horror,Thriller,,
red-dragon,,Red Dragon,Crime,Horror,Thriller,,
cabin-fever,,Cabin Fever,Horror,,,,
swimfan,,Swimfan,Drama,Romance,Thriller,Mystery,
austin-powers-in-goldmember,,Austin Powers in Goldmember,Comedy,Crime,,,
the-cat-returns,,The Cat Returns,Adventure,Fantasy,Animation,Family,Drama
morvern-callar,,Morvern Callar,Drama,,,,
punch-drunk-love,,Punch-Drunk Love,Drama,Romance,Comedy,,
city-of-god,,City of God,Drama,Crime,,,
star-wars-episode-ii-attack-of-the-clones,,Star Wars: Episode II – Attack of the Clones,Science Fiction,Adventure,Action,,
insomnia-2002,,Insomnia,Crime,Thriller,Drama,,
femme-fatale,,Femme Fatale,Thriller,Mystery,Crime,,
spider-man,,Spider-Man,Action,Science Fiction,,,
bend-it-like-beckham,,Bend It Like Beckham,Romance,Comedy,Drama,,
secretary,,Secretary,Comedy,Drama,Romance,,
the-lord-of-the-rings-the-fellowship-of-the-ring,,The Lord of the Rings: The Fellowship of the Ring,Adventure,Action,Fantasy,,
oceans-eleven-2001,,Ocean's Eleven,Thriller,Crime,,,
harry-potter-and-the-philosophers-stone,,Harry Potter and the Philosopher's Stone,Adventure,Fantasy,,,
the-royal-tenenbaums,,The Royal Tenenbaums,Drama,Comedy,,,
zoolander,,Zoolander,Comedy,,,,
ichi-the-killer,,Ichi the Killer,Horror,Crime,Action,,
training-day,,Training Day,Crime,Action,Drama,,
the-princess-diaries,,The Princess Diaries,Comedy,Romance,Family,,
the-others,,The Others,Thriller,Mystery,Horror,,
jason-x,,Jason X,Horror,Science Fiction,,,
spirited-away,,Spirited Away,Family,Fantasy,Animation,,
y-tu-mama-tambien,,Y Tu Mamá También,Romance,Drama,,,
mulholland-drive,,Mulholland Drive,Drama,Mystery,Thriller,,
the-piano-teacher,,The Piano Teacher,Romance,Drama,,,
moulin-rouge-2001,,Moulin Rouge!,Romance,Music,Drama,,
amelie,,Amélie,Romance,Comedy,,,
shrek,,Shrek,Adventure,Fantasy,Family,Animation,Comedy
bridget-joness-diary,,Bridget Jones's Diary,Drama,Comedy,Romance,,
battle-royale,,Battle Royale,Action,Thriller,Drama,,
what-women-want,,What Women Want,Comedy,Romance,,,
the-emperors-new-groove,,The Emperor's New Groove,Comedy,Adventure,Animation,Family,Fantasy
how-the-grinch-stole-christmas-2000,,How the Grinch Stole Christmas,Comedy,Family,Fantasy,,
charlies-angels,,Charlie's Angels,Adventure,Comedy,Action,,
hellraiser-inferno,,Hellraiser: Inferno,Thriller,Horror,,,
bamboozled,,Bamboozled,Comedy,Drama,,,
sexy-beast,,Sexy Beast,Thriller,Drama,Crime,,
almost-famous,,Almost Famous,Drama,Music,,,
best-in-show,,Best in Show,Comedy,,,,
memento,,Memento,Thriller,Mystery,,,
snatch,,Snatch,Comedy,Crime,,,
hollow-man,,Hollow Man,Science Fiction,Action,Thriller,Horror,
x-men,,X-Men,Science Fiction,Action,Adventure,,
chicken-run,,Chicken Run,Animation,Family,Comedy,,
in-the-mood-for-love,,In the Mood for Love,Romance,Drama,,,
crouching-tiger-hidden-dragon,,"Crouching Tiger, Hidden Dragon",Drama,Romance,Action,Adventure,
mission-impossible-ii,,Mission: Impossible II,Thriller,Action,Adventure,,
cecil-b-demented,,Cecil B. Demented,Crime,Comedy,Action,,
requiem-for-a-dream,,Requiem for a Dream,Drama,Crime,,,
gladiator-2000,,Gladiator,Action,Adventure,Drama,,
final-destination,,Final Destination,Horror,,,,
cut,,Cut,Horror,Thriller,,,
barking-dogs-never-bite,,Barking Dogs Never Bite,Drama,Crime,Comedy,,
scream-3,,Scream 3,Horror,Mystery,,,
chuck-buck,,Chuck & Buck,Comedy,Drama,,,
american-psycho,,American Psycho,Crime,Drama,Thriller,Horror,
magnolia,,Magnolia,Drama,,,,
girl-interrupted,,"Girl, Interrupted",Drama,,,,
the-green-mile,,The Green Mile,Drama,Crime,Fantasy,,
bringing-out-the-dead,,Bringing Out the Dead,Drama,,,,
audition,,Audition,Drama,Horror,,,
but-im-a-cheerleader,,But I'm a Cheerleader,Romance,Comedy,,,
fight-club,,Fight Club,Drama,Thriller,,,
beau-travail,,Beau Travail,Drama,,,,
being-john-malkovich,,Being John Malkovich,Comedy,Drama,Fantasy,,
deep-blue-sea,,Deep Blue Sea,Action,Horror,Science Fiction,,
eyes-wide-shut,,Eyes Wide Shut,Thriller,Drama,Mystery,,
drop-dead-gorgeous,,Drop Dead Gorgeous,Comedy,,,,
austin-powers-the-spy-who-shagged-me,,Austin Powers: The Spy Who Shagged Me,Comedy,Crime,Adventure,,
the-straight-story,,The Straight Story,Drama,History,,,
the-virgin-suicides,,The Virgin Suicides,Romance,Drama,,,
star-wars-episode-i-the-phantom-menace,,Star Wars: Episode I – The Phantom Menace,Science Fiction,Adventure,Action,,
the-limey,,The Limey,Drama,Mystery,Thriller,Crime,
ratcatcher,,Ratcatcher,Drama,,,,
election,,Election,Drama,Comedy,,,
10-things-i-hate-about-you,,10 Things I Hate About You,Comedy,Drama,Romance,,
the-matrix,,The Matrix,Science Fiction,Action,,,
cruel-intentions,,Cruel Intentions,Romance,Drama,,,
existenz,,eXistenZ,Science Fiction,Horror,Thriller,Action,
shes-all-that,,She's All That,Romance,Comedy,,,
youve-got-mail,,You've Got Mail,Romance,Comedy,,,
bride-of-chucky,,Bride of Chucky,Comedy,Horror,,,
armageddon,,Armageddon,Action,Adventure,Thriller,Science Fiction,
the-truman-show,,The Truman Show,Comedy,Drama,,,
the-celebration,,The Celebration,Drama,,,,
happiness,,Happiness,Drama,Comedy,,,
deep-impact,,Deep Impact,Action,Science Fiction,Drama,,
buffalo-66,,Buffalo '66,Drama,Comedy,Romance,,
the-big-lebowski,,The Big Lebowski,Comedy,Crime,,,
spice-world,,Spice World,Comedy,Fantasy,Adventure,Drama,Music
scream-2,,Scream 2,Horror,Mystery,,,
jackie-brown,,Jackie Brown,Crime,Thriller,Drama,,
good-will-hunting,,Good Will Hunting,Drama,,,,
starship-troopers,,Starship Troopers,Adventure,Thriller,Action,Science Fiction,
titanic-1997,,Titanic,Drama,Romance,,,
the-devils-advocate,,The Devil's Advocate,Horror,Drama,Mystery,,
boogie-nights,,Boogie Nights,Drama,,,,
cube,,Cube,Science Fiction,Horror,Thriller,Mystery,
gummo,,Gummo,Drama,Comedy,,,
event-horizon,,Event Horizon,Science Fiction,Mystery,Horror,,
princess-mononoke,,Princess Mononoke,Fantasy,Adventure,Animation,,
face-off,,Face/Off,Crime,Action,Science Fiction,,
speed-2-cruise-control,,Speed 2: Cruise Control,Thriller,Action,,,
batman-robin,,Batman & Robin,Adventure,Science Fiction,Action,,
con-air,,Con Air,Action,Crime,Thriller,,
funny-games,,Funny Games,Thriller,Horror,Drama,,
austin-powers-international-man-of-mystery,,Austin Powers: International Man of Mystery,Comedy,Crime,,,
romy-and-micheles-high-school-reunion,,Romy and Michele's High School Reunion,Comedy,,,,
lost-highway,,Lost Highway,Drama,Thriller,Mystery,,
scream,,Scream,Mystery,Crime,Horror,,
jerry-maguire,,Jerry Maguire,Comedy,Romance,Drama,,
jingle-all-the-way,,Jingle All the Way,Adventure,Comedy,Family,,
romeo-juliet-1996,,Romeo + Juliet,Romance,Drama,,,
bound,,Bound,Crime,Thriller,Drama,,
the-rock,,The Rock,Thriller,Action,Adventure,,
mission-impossible,,Mission: Impossible,Thriller,Action,Adventure,,
crash,,Crash,Thriller,Drama,,,
secrets-lies,,Secrets & Lies,Drama,,,,
twister,,Twister,Adventure,Action,Drama,,
the-craft,,The Craft,Horror,Fantasy,Drama,,
james-and-the-giant-peach,,James and the Giant Peach,Adventure,Fantasy,Family,Animation,
fargo,,Fargo,Crime,Comedy,Drama,Thriller,
trainspotting,,Trainspotting,Crime,Drama,,,
muppet-treasure-island,,Muppet Treasure Island,Family,Comedy,Adventure,,
broken-arrow-1996,,Broken Arrow,Action,Thriller,,,
hard-eight,,Hard Eight,Drama,Crime,,,
from-dusk-till-dawn,,From Dusk Till Dawn,Thriller,Horror,Crime,Action,
twelve-monkeys,,Twelve Monkeys,Thriller,Mystery,Science Fiction,,
heat-1995,,Heat,Crime,Action,Drama,,
casino,,Casino,Crime,Drama,,,
forgotten-silver,,Forgotten Silver,TV Movie,Comedy,,,
halloween-the-curse-of-michael-myers,,Halloween: The Curse of Michael Myers,Horror,,,,
empire-records,,Empire Records,Comedy,Drama,,,
showgirls,,Showgirls,Drama,,,,
se7en,,Se7en,Mystery,Crime,Thriller,,
fallen-angels,,Fallen Angels,Crime,Romance,Action,,
